brandOwner,brandName,packageWeight,serving_size_in_g,protein_in_g,fat_in_g,carbohydrate_in_g,energy_in_kcal,fiber_in_g,calcium_in_mg,iron_in_mg,sugars_added_in_g,cholesterol_in_g,milk,corn_syrup,artificial_flavor,vanilla,water,cream,dark_chocolate,palm_oil,lemon,salt,almonds,soy,coconut,pecans,hazelnuts,white_chocolate,honey,total_ingredients
"Diversion Technologies, Inc.",FERRERO ROCHER,174.09684350978966,100.0,8.2,42.7,44.4,603.0,0.0,0.0,0.0,39.9,0.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,23.0
Ferris Coffee & Nut Co.,FERRIS,174.09684350978966,28.0,7.14,25.0,60.7,500.0,3.6,107.0,1.29,39.3,11.0,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,33.0
Ferris Coffee & Nut Co.,FERRIS,255.1,28.0,3.57,14.3,75.0,464.0,0.0,71.0,0.0,71.4,7.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,12.0
"Queseria Los Olivos, Ltd",MELZY CREATIONS,40.0,40.0,5.0,8.75,72.5,350.0,10.0,100.0,6.75,55.0,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13.0
Gourmet International,REGER,100.0,20.0,5.0,40.0,50.0,585.0,5.0,200.0,3.6,50.0,10.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,8.0
HOUSE OF DORCHESTER,HOUSE OF DORCHESTER,174.09684350978966,13.0,7.69,26.9,53.8,538.0,3.8,154.0,5.54,38.5,38.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,18.0
"Godiva Chocolatier, Inc.",GODIVA,209.0,54.0,5.56,40.7,46.3,574.0,3.7,111.0,3.33,37.0,9.0,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,38.0
Nestle USA Inc.,SKINNY COW,9.4,9.0,0.0,27.8,66.7,500.0,0.0,0.0,0.0,44.4,0.0,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,22.0
Orkla Confectionery and Snacks Finland Ab,PANDA,174.09684350978966,43.0,1.16,9.3,74.4,442.0,1.2,0.0,1.67,67.4,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15.0
Raley's,RALEY'S,57.0,57.0,3.51,29.8,49.1,491.0,5.3,35.0,0.0,42.1,18.0,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,22.0
Mars Chocolate North America LLC,Mars Chocolate North America LLC,174.09684350978966,26.4,3.79,18.9,72.0,492.0,3.8,76.0,1.36,64.4,19.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,26.0
Raley's,RALEY'S,57.0,57.0,5.26,26.3,54.4,491.0,1.8,105.0,1.89,45.6,26.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,19.0
The Hershey Company,HERSHEY'S,174.09684350978966,38.0,7.89,26.3,60.5,474.0,2.6,211.0,1.89,52.6,26.0,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,27.0
Walgreens Co.,NICE!,174.09684350978966,45.0,4.44,33.3,60.0,556.0,2.2,111.0,4.44,46.7,11.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,14.0
Ross Acquisition Inc.,GALERIE,20.0,20.0,5.0,25.0,60.0,500.0,0.0,100.0,3.6,35.0,25.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
"Frankford Candy, LLC",DISNEY,99.0,33.0,3.03,24.2,66.7,485.0,3.0,121.0,1.09,63.6,15.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
Bader Publishing,FINE & RAW CHOCOLATE,56.0,28.0,7.14,35.7,35.7,525.0,10.7,0.0,5.14,10.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
Russell Stover Candies Inc.,RUSSELL STOVER,174.09684350978966,32.0,3.12,18.8,71.9,438.0,3.1,62.0,2.25,59.4,16.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,90.0
"Frankford Candy, LLC",FRANKFORD,120.0,40.0,5.0,25.0,70.0,500.0,2.5,100.0,1.8,65.0,12.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
Russell Stover Candies Inc.,RUSSELL STOVER,92.0,47.0,4.26,19.2,68.1,468.0,2.1,85.0,2.3,55.3,11.0,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True,56.0
Russell Stover Candies Inc.,RUSSELL STOVER,269.0,43.0,4.65,25.6,62.8,465.0,2.3,140.0,1.67,51.2,12.0,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,57.0
"Ferrero U.S.A., Incorporated",FERRERO GOLDEN GALLERY,240.0,30.0,6.67,36.7,53.3,567.0,3.3,137.0,0.0,40.0,17.0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,46.0
"Ferrero U.S.A., Incorporated",FERRERO,240.0,30.0,6.67,36.7,53.3,567.0,3.3,137.0,0.0,40.0,17.0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,46.0
"Ferrero U.S.A., Incorporated",FERRERO GOLDEN GALLERY,122.0,30.0,6.67,36.7,46.7,567.0,6.7,0.0,3.33,43.3,0.0,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,33.0
"Ferrero U.S.A., Incorporated",FERRERO COLLECTION,129.0,40.0,7.5,42.5,47.5,600.0,5.0,100.0,2.7,37.5,12.0,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,74.0
Esther Price Candies Corp.,ESTHER PRICE,227.0,38.0,5.26,36.8,60.5,592.0,5.3,79.0,1.89,55.3,26.0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,17.0
Russell Stover Candies Inc.,RUSSELL STOVER,284.0,31.0,3.23,16.1,71.0,452.0,3.2,55.0,3.23,61.3,16.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,12.0
"Ferrero U.S.A., Incorporated",FERRERO RONDNOIR FERRERO ROCHER CONFETTERIA RAFFAELLO,259.0,30.0,6.67,43.3,50.0,600.0,3.3,103.0,2.33,33.3,17.0,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,63.0
"Ferrero U.S.A., Incorporated",FERRERO COLLECTION,174.0,40.0,7.5,42.5,47.5,600.0,5.0,100.0,1.8,40.0,12.0,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,72.0
"Ferrero U.S.A., Incorporated",FERRERO,259.0,40.0,7.5,42.5,47.5,600.0,5.0,100.0,2.7,37.5,12.0,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,74.0
"Ferrero U.S.A., Incorporated",FERRERO,174.0,40.0,7.5,42.5,47.5,600.0,5.0,100.0,2.7,37.5,12.0,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,74.0
CH OCO LATE,CH OCO LATE,174.09684350978966,38.0,5.26,21.0,50.0,395.0,2.6,158.0,0.95,36.8,13.0,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,30.0
DAVID'S,DAVID'S,174.09684350978966,25.0,4.0,28.0,64.0,480.0,4.0,80.0,5.76,52.0,0.0,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,24.0
Koinonia Art Inc.,TRUFFETTES DE FRANCE,250.0,32.0,3.12,43.8,43.8,594.0,3.1,62.0,4.5,37.5,0.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,12.0
Pernigotti S.P.A.,PERNIGOTTI,166.0,40.0,7.5,37.5,47.5,550.0,5.0,50.0,3.6,45.0,12.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,7.0
"Whitman's Candies, Inc.",WHITMAN'S,177.0,45.0,4.44,22.2,66.7,467.0,2.2,44.0,1.6,51.1,11.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,73.0
Ludwig Schokolade Gmbh,WITH LOVE,180.0,45.0,6.67,33.3,51.1,556.0,2.2,133.0,0.0,46.7,244.0,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,31.0
"Georgia Peach Products, Inc.",INDULGENCE CHOCOLATIERS,99.22,40.0,5.0,35.0,57.5,575.0,7.5,0.0,13.5,45.0,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,7.0
Nestle USA Inc.,DAMAK,174.09684350978966,40.0,7.5,35.0,50.0,550.0,2.5,150.0,1.8,37.5,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Nestle USA Inc.,DAMAK,629.3,30.0,10.0,33.3,53.3,567.0,3.3,167.0,0.0,36.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Nestle USA Inc.,DAMAK,479.1,30.0,10.0,33.3,53.3,567.0,3.3,167.0,0.0,36.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Nestle USA Inc.,DAMAK,135.0,30.0,10.0,33.3,53.3,567.0,3.3,167.0,0.0,36.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Nestle USA Inc.,DAMAK,80.0,40.0,7.5,35.0,50.0,550.0,2.5,150.0,1.8,37.5,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Nestle USA Inc.,DAMAK,135.0,30.0,10.0,33.3,53.3,567.0,3.3,167.0,0.0,36.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Nestle USA Inc.,DAMAK,70.0,33.0,9.09,36.4,51.5,545.0,3.0,152.0,3.64,36.4,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
"Fannie May Confections, Inc.",FANNIE MAY,198.0,33.0,3.03,30.3,54.6,455.0,3.0,61.0,1.09,45.4,15.0,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,67.0
Esther Price Candies Corp.,ESTHER PRICE,454.0,38.0,5.26,23.7,65.8,500.0,5.3,79.0,1.89,60.5,39.0,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,54.0
"Whitman's Candies, Inc.",WHITMAN'S,128.0,33.0,3.03,18.2,69.7,455.0,3.0,61.0,2.18,57.6,15.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,72.0
"Whitman's Candies, Inc.",WHITMAN'S,510.0,42.0,4.76,23.8,61.9,476.0,2.4,95.0,1.71,52.4,12.0,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,99.0
Esther Price Candies Corp.,ESTHER PRICE,454.0,38.0,5.26,23.7,65.8,500.0,7.9,53.0,2.84,57.9,26.0,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,52.0
"Fannie May Confections, Inc.",FANNIE MAY,198.0,43.0,4.65,37.2,55.8,558.0,2.3,93.0,1.67,48.8,12.0,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,40.0
"Ferrero U.S.A., Incorporated",FERRERO RONDNOIR,79.0,30.0,6.67,36.7,56.7,533.0,3.3,73.0,3.33,36.7,17.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,31.0
Custom Chocolate LLC,MACKENTHUN'S,105.0,20.0,7.5,35.0,22.0,585.0,0.0,215.0,1.5,50.0,22.0,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,23.0
Chocolate Packaging & Manufacturing Corp,CROWN ALOHA,100.0,13.0,7.69,34.6,53.8,462.0,7.7,0.0,0.0,38.5,0.0,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,23.0
Chocolate Packaging & Manufacturing Corp,CROWN ALOHLA,100.0,13.0,7.69,34.6,53.8,462.0,7.7,0.0,0.0,38.5,0.0,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,25.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,150.0,38.0,7.89,42.1,47.4,605.0,2.6,105.0,1.89,39.5,13.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,21.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,225.0,38.0,7.89,42.1,47.4,605.0,2.6,105.0,1.89,39.5,13.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,21.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,200.0,25.0,8.0,44.0,48.0,600.0,4.0,100.0,2.0,36.0,20.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,200.0,38.0,7.89,42.1,47.4,605.0,2.6,105.0,1.89,39.5,13.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,21.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,62.5,25.0,8.0,44.0,48.0,600.0,4.0,100.0,2.0,36.0,20.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,100.0,38.0,7.89,42.1,47.4,605.0,2.6,105.0,1.89,39.5,13.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,456.0,38.0,7.89,42.1,47.4,605.0,5.3,100.0,0.0,34.2,13.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,600.0,38.0,7.89,42.1,47.4,605.0,2.6,105.0,1.89,39.5,13.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,21.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,62.5,25.0,8.0,44.0,48.0,600.0,4.0,100.0,2.0,36.0,20.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,76.0,25.0,8.0,44.0,48.0,600.0,4.0,100.0,2.0,36.0,20.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
"Ferrero U.S.A., Incorporated",FERRERO ROCHER,300.0,25.0,8.0,44.0,48.0,600.0,4.0,100.0,2.0,36.0,20.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,18.0
AP Global Inc.,JELINA CHOCOLATIER,227.0,36.0,5.56,36.1,52.8,556.0,2.8,167.0,5.0,50.0,14.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
AP Global Inc.,JELINA CHOCOLATIER,113.0,45.20000076293945,6.64,35.4,50.9,553.0,2.2,177.0,5.97,48.7,22.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Ludwig Schokolade Gmbh,LUDWIG SCHOKOLADE GMBH & CO,100.0,38.0,5.26,39.5,47.4,553.0,2.6,263.0,0.0,44.7,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,11.0
Caldo International Inc.,HEMP LOVE,56.0,28.0,7.14,39.3,35.7,714.0,14.3,0.0,3.86,32.1,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
RIEGELEIN,RIEGELEIN,174.09684350978966,32.0,6.25,37.5,53.1,562.0,3.1,125.0,3.38,50.0,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
MILKBOY,MILKBOY,174.09684350978966,40.0,7.5,35.0,52.5,550.0,2.5,250.0,2.7,50.0,25.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
Storck USA LP,MERCI,250.0,25.0,8.0,36.0,52.0,560.0,4.0,200.0,0.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,71.0
Storck USA LP,STORCK,174.09684350978966,25.0,8.0,36.0,56.0,560.0,4.0,180.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,73.0
Storck USA LP,STORCK,250.0,25.0,8.0,36.0,52.0,560.0,4.0,200.0,0.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,67.0
"Swiger Foods, Ltd",STORCK,200.0,50.0,8.0,36.0,54.0,560.0,4.0,160.0,3.6,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,54.0
"The Hampton Popcorn Company, Inc. ",FLAVE!,170.0,40.0,2.5,0.0,72.5,450.0,0.0,0.0,0.0,67.5,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,22.0
Storck USA LP,MERCI,200.0,25.0,8.0,36.0,56.0,560.0,4.0,164.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,78.0
Storck USA LP,STORCK,250.0,25.0,8.0,36.0,52.0,560.0,4.0,200.0,0.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,71.0
Storck USA LP,STORCK,200.0,25.0,8.0,36.0,56.0,560.0,4.0,172.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,73.0
Storck USA LP,STORCK,250.0,25.0,8.0,36.0,56.0,560.0,4.0,192.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,73.0
Storck USA LP,STORCK,250.0,25.0,8.0,36.0,56.0,560.0,4.0,192.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,73.0
"The Hampton Popcorn Company, Inc. ",FLAVE!,170.0,40.0,2.5,0.0,72.5,450.0,0.0,0.0,0.0,67.5,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,19.0
Storck USA LP,MERCI,400.0,25.0,8.0,36.0,56.0,560.0,4.0,172.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,73.0
Storck USA LP,MERCI,400.0,25.0,8.0,36.0,56.0,560.0,4.0,172.0,4.0,40.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False,73.0
Storck USA LP,STORCK,250.0,25.0,8.0,36.0,52.0,560.0,4.0,232.0,0.0,44.0,20.0,True,False,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,45.0
"International Marketing Systems, Inc.",BRUYERRE,180.0,28.0,7.14,42.9,42.9,571.0,3.6,0.0,0.36,35.7,18.0,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,64.0
BJ's Wholesale Club / Corporate Brands,WELLSLEY FARMS,174.09684350978966,28.0,7.14,35.7,53.6,536.0,3.6,107.0,4.29,39.3,18.0,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,50.0
"International Marketing Systems, Inc.",BRUYERRE,170.0,28.0,3.57,39.3,46.4,571.0,3.6,143.0,4.64,42.9,36.0,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,82.0
"International Marketing Systems, Inc.",BRUYERRE,200.0,28.0,3.57,46.4,50.0,643.0,3.6,143.0,6.07,50.0,36.0,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,81.0
"International Marketing Systems, Inc.",BRUYERRE,174.09684350978966,28.0,3.57,39.3,46.4,571.0,3.6,143.0,4.64,42.9,36.0,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,81.0
BJ's Wholesale Club / Corporate Brands,WELLSLEY FARMS,170.0,28.0,7.14,35.7,53.6,571.0,3.6,107.0,4.29,50.0,0.0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,30.0
"International Marketing Systems, Inc.",BRUYERRE,170.0,28.0,3.57,39.3,46.4,571.0,3.6,143.0,4.64,42.9,36.0,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,82.0
Russell Stover Candies Inc.,RUSSELL STOVER,85.0,28.0,7.14,28.6,60.7,500.0,0.9,189.0,1.29,50.0,18.0,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,38.0
The Hershey Company,HERSHEY'S KISSES,174.09684350978966,32.0,6.25,28.1,59.4,500.0,3.1,125.0,3.38,50.0,31.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.0
BJ's Wholesale Club / Corporate Brands,WELLSLEY FARMS,420.0,28.0,7.14,35.7,53.6,536.0,3.6,107.0,4.64,42.9,18.0,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,56.0
"International Marketing Systems, Inc.",BRUYERRE,200.0,28.0,3.57,46.4,50.0,643.0,3.6,143.0,6.07,50.0,36.0,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,81.0
Solar Interdiction Corp.,STORZ,50.0,50.0,8.0,34.0,50.0,540.0,2.0,300.0,2.88,48.0,30.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
Solar Interdiction Corp.,STORZ CHOCOLADE,62.5,63.0,9.52,33.3,63.5,540.0,3.2,238.0,2.86,44.4,32.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
Chr. Storz GmbH & Co. KG,STORZ,174.09684350978966,50.0,8.0,34.0,50.0,540.0,2.0,300.0,2.88,48.0,30.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6.0
MILKBOY,MILKBOY,174.09684350978966,40.0,7.5,32.5,55.0,550.0,2.5,250.0,2.7,50.0,25.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,15.0
Salmon River Foods Inc.,FIREBIRD CHOCOLATE,35.0,35.0,5.71,42.9,34.3,543.0,8.6,0.0,0.0,28.6,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.0
Salmon River Foods Inc.,FIREBIRD CHOCOLATE,35.0,35.0,5.71,42.9,34.3,451.0,5.7,0.0,0.0,28.6,0.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6.0
Chuao Chocolatier,CHUAO CHOCOLATIER,80.0,40.0,5.0,32.5,57.5,500.0,7.5,50.0,6.75,42.5,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,15.0
DAR CHOCOLATE LLC,DAR CHOCOLATE,50.0,17.0,11.8,35.3,47.1,471.0,17.6,118.0,2.12,29.4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"7-Eleven, Inc.",7 SELECT,50.0,50.0,6.0,26.0,62.0,520.0,2.0,154.0,2.0,54.0,20.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,16.0
"The Hampton Popcorn Company, Inc. ",FLAVE!,170.0,40.0,2.5,0.0,72.5,450.0,0.0,0.0,0.0,67.5,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,22.0
"Fran's Chocolates, Ltd.",FRAN'S CHOCOLATES,31.0,31.0,6.45,29.0,38.7,523.0,9.7,32.0,4.65,38.7,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,6.0
Mars Chocolate North America LLC,3 MUSKETEERS,593.1,45.0,2.22,13.3,75.6,444.0,2.2,44.0,0.8,66.7,11.0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,16.0
Russell Stover Candies Inc.,RUSSELL STOVER,32.0,32.0,6.25,18.8,59.4,438.0,3.1,19.0,6.25,59.4,0.0,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,18.0
Russell Stover Candies Inc.,RUSSELL STOVER,32.0,32.0,6.25,18.8,68.8,438.0,3.1,109.0,3.12,59.4,16.0,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,18.0
"Chester A. Asher, Inc.",ASHER'S CHOCOLATES,170.1,43.0,2.33,30.2,65.1,535.0,0.0,93.0,0.0,65.1,12.0,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,27.0
"Seattle Gourmet Foods, Inc.",DILETTANTE CHOCOLATES,198.0,40.0,5.0,27.5,65.0,525.0,2.5,100.0,3.6,60.0,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,8.0
Lunds Inc,LUNDS & BYERLYS,212.0,31.0,6.45,32.3,61.3,516.0,3.2,132.0,0.0,51.6,16.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Kraft Foods Schweiz Holding GmbH,COTE D'OR,150.0,43.0,4.65,32.6,60.5,558.0,7.0,0.0,4.19,51.2,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Global Group Enterprise,EYE LUV U,15.0,15.0,6.67,33.3,66.7,533.0,0.0,0.0,0.0,53.3,0.0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,24.0
"Ahold USA, Inc. ",FOODHOLD,453.0,38.0,5.26,34.2,63.2,553.0,5.3,105.0,3.79,52.6,13.0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,28.0
"Theo Chocolate, Inc.",FORBIDDEN RICE,85.0,43.0,6.98,32.6,53.5,465.0,9.3,0.0,4.19,32.6,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,7.0
Cousin Vinny's Cheesecake,FORNO D'ANGELO,120.0,30.0,3.33,33.3,56.7,567.0,3.3,0.0,0.0,40.0,33.0,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,22.0
Gerrit J Verburg Company,FORT KNOX,18.0,18.0,5.56,27.8,61.1,500.0,5.6,222.0,2.0,38.9,28.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
"Fran's Chocolates, Ltd.",FRAN'S CHOCOLATE,45.0,23.0,8.7,34.8,60.9,565.0,0.0,87.0,4.7,39.1,22.0,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,19.0
"Fran's Chocolates, Ltd.",FRAN'S CHOCOLATES,59.0,8.0,0.0,25.0,75.0,562.0,0.0,0.0,0.0,50.0,62.0,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,19.0
"Fran's Chocolates, Ltd.",FRAN'S CHOCOLATES,170.0,9.0,0.0,22.2,66.7,500.0,0.0,0.0,0.0,44.4,56.0,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,25.0
"Fran's Chocolates, Ltd.",FRAN'S CHOCOLATES,59.0,8.0,0.0,25.0,75.0,562.0,0.0,0.0,0.0,50.0,62.0,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,16.0
"Fran's Chocolates, Ltd.",FRAN'S CHOCOLATES,170.0,9.0,0.0,22.2,66.7,500.0,0.0,0.0,0.0,44.4,56.0,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,16.0
"Fran's Chocolates, Ltd.",FRAN'S,68.0,17.0,5.88,41.2,47.1,565.0,5.9,294.0,0.0,47.1,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,10.0
"Fran's Chocolates, Ltd.",FRAN'S,31.0,31.0,6.45,35.5,54.8,548.0,3.2,194.0,1.16,51.6,16.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,9.0
"Fran's Chocolates, Ltd.",FRAN'S,82.0,20.0,0.0,40.0,40.0,530.0,10.0,0.0,1.8,40.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,6.0
"Fran's Chocolates, Ltd.",FRAN'S,25.0,9.0,0.0,22.2,66.7,500.0,0.0,0.0,0.0,44.4,56.0,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,13.0
